x,y
0,0.0134505
0.0047512,0.0134417
0.00950239,0.0134281
0.0142536,0.0134075
0.0190048,0.0133997
0.023756,0.0133897
0.0285072,0.0133791
0.0332584,0.0133659
0.0380096,0.0133514
0.0427608,0.0133395
0.047512,0.0133251
0.0522632,0.0133128
0.0570144,0.0132972
0.0617655,0.0132849
0.0665167,0.013273
0.0712679,0.0132636
0.0760191,0.0132532
0.0807703,0.0132455
0.0855215,0.013235
0.0902727,0.0132243
0.0950239,0.0132096
0.0997751,0.0131992
0.104526,0.0131884
0.109277,0.0131794
0.114029,0.0131693
0.11878,0.0131624
0.123531,0.0131475
0.128282,0.0131361
0.133033,0.0131241
0.137785,0.0131143
0.142536,0.0131027
0.147287,0.0130934
0.152038,0.0130788
0.156789,0.0130685
0.161541,0.0130579
0.166292,0.0130438
0.171043,0.013033
0.175794,0.0130193
0.180545,0.0130088
0.185297,0.0129901
0.190048,0.0129782
0.194799,0.0129626
0.19955,0.0129539
0.204301,0.0129452
0.209053,0.0129356
0.213804,0.0129209
0.218555,0.0129084
0.223306,0.0128966
0.228057,0.0128868
0.232809,0.0128762
0.23756,0.0128648
0.242311,0.012851
0.247062,0.0128388
0.251813,0.0128315
0.256565,0.0128209
0.261316,0.0128128
0.266067,0.0128038
0.270818,0.0127946
0.275569,0.0127907
0.280321,0.0127841
0.285072,0.0127658
0.289823,0.0127572
0.294574,0.0127469
0.299325,0.0127304
0.304077,0.0127225
0.308828,0.0127146
0.313579,0.0127058
0.31833,0.0126942
0.323081,0.0126896
0.327832,0.0126851
0.332584,0.0126736
0.337335,0.012666
0.342086,0.0126609
0.346837,0.0126495
0.351589,0.0126428
0.35634,0.0126356
0.361091,0.0126258
0.365842,0.0126157
0.370593,0.0126047
0.375344,0.0125982
0.380096,0.0125908
0.384847,0.0125823
0.389598,0.0125755
0.394349,0.0125669
0.3991,0.0125573
0.403852,0.0125509
0.408603,0.0125456
0.413354,0.012539
0.418105,0.0125336
0.422856,0.0125245
0.427608,0.012516
0.432359,0.0125043
0.43711,0.0124959
0.441861,0.0124801
0.446612,0.0124741
0.451364,0.0124679
0.456115,0.01246
0.460866,0.0124482
0.465617,0.0124379
0.470368,0.0124293
0.47512,0.012422
0.479871,0.0124126
0.484622,0.0124015
0.489373,0.0123923
0.494124,0.0123836
0.498876,0.0123764
0.503627,0.0123676
0.508378,0.0123594
0.513129,0.0123505
0.51788,0.0123437
0.522632,0.0123392
0.527383,0.0123315
0.532134,0.0123206
0.536885,0.0123138
0.541636,0.0123103
0.546388,0.0123047
0.551139,0.012299
0.55589,0.0122935
0.560641,0.0122865
0.565392,0.0122804
0.570144,0.0122746
0.574895,0.0122683
0.579646,0.0122604
0.584397,0.0122576
0.589148,0.0122512
0.5939,0.0122426
0.598651,0.0122355
0.603402,0.0122263
0.608153,0.012213
0.612904,0.012209
0.617655,0.0121996
0.622407,0.0121933
0.627158,0.0121874
0.631909,0.0121811
0.63666,0.0121762
0.641411,0.0121692
0.646163,0.0121614
0.650914,0.0121559
0.655665,0.0121513
0.660416,0.0121437
0.665167,0.0121363
0.669919,0.0121315
